Date,YMAX,YMAX Dividends,VIX,VVIX,QQQ
2024-05-10 19:30:00,20.27,0.0,12.58,73.33,442.04
2024-05-13 13:30:00,20.45,0.0,13.39,75.37,442.9
2024-05-13 14:00:00,20.45,0.0,13.41,75.06,443.34
2024-05-13 14:30:00,20.44,0.0,13.38,74.91,443.06
2024-05-13 15:00:00,20.45,0.0,13.38,74.89,442.73
2024-05-13 16:00:00,20.44,0.0,13.38,74.7,443.26
2024-05-13 16:30:00,20.44,0.0,13.44,75.16,443.07
2024-05-13 17:00:00,20.38,0.0,13.53,76.22,443.04
2024-05-13 17:30:00,20.42,0.0,13.57,76.36,442.84
2024-05-13 19:00:00,20.44,0.0,13.62,76.99,442.93
2024-05-13 19:30:00,20.43,0.0,13.63,77.62,443.1
2024-05-14 13:30:00,20.51,0.0,13.79,78.84,443.05
2024-05-14 14:00:00,20.57,0.0,13.61,78.74,444.82
2024-05-14 14:30:00,20.53,0.0,13.59,78.18,444.21
2024-05-14 15:00:00,20.57,0.0,13.51,77.91,444.64
2024-05-14 15:30:00,20.57,0.0,13.57,77.91,443.77
2024-05-14 16:00:00,20.55,0.0,13.59,78.19,443.58
2024-05-14 17:00:00,20.52,0.0,13.48,78.7,443.82
2024-05-14 18:00:00,20.57,0.0,13.31,77.65,445.14
2024-05-14 19:30:00,20.61,0.0,13.38,77.93,445.97
2024-05-15 13:30:00,19.95,0.0,13.06,77.19,447.78
2024-05-15 14:00:00,19.95,0.0,12.88,75.48,448.91
2024-05-15 14:30:00,19.99,0.73,12.73,75.55,449.91
2024-05-15 15:00:00,19.99,0.0,12.64,75.03,450.48
2024-05-15 15:30:00,19.99,0.0,12.61,74.94,450.44
2024-05-15 16:00:00,19.98,0.0,12.66,75.89,450.88
2024-05-15 16:30:00,19.99,0.0,12.72,75.78,451.3
2024-05-15 17:00:00,20.0,0.0,12.71,75.32,451.91
2024-05-15 17:30:00,20.01,0.0,12.67,75.14,452.53
2024-05-15 18:00:00,20.03,0.0,12.69,75.27,452.63
2024-05-15 18:30:00,20.03,0.0,12.63,76.09,452.64
2024-05-15 19:30:00,20.03,0.0,12.4,76.43,452.86
2024-05-16 13:30:00,20.04,0.0,12.43,75.18,453.44
2024-05-16 14:00:00,20.07,0.0,12.42,75.86,453.59
2024-05-16 14:30:00,20.08,0.0,12.36,76.91,454.38
2024-05-16 15:00:00,20.08,0.0,12.37,77.39,454.32
2024-05-16 15:30:00,20.07,0.0,12.42,77.4,454.23
2024-05-16 16:30:00,20.05,0.0,12.47,77.36,454.05
2024-05-16 17:00:00,20.01,0.0,12.56,77.9,452.92
2024-05-16 19:30:00,20.02,0.0,12.44,77.5,451.96
2024-05-17 13:30:00,20.04,0.0,12.36,78.47,451.78
2024-05-17 14:00:00,20.08,0.0,12.28,78.02,452.43
2024-05-17 16:00:00,20.13,0.0,12.26,78.55,451.84
2024-05-17 16:30:00,20.14,0.0,12.18,78.35,451.82
2024-05-17 17:30:00,20.13,0.0,12.18,78.05,451.22
2024-05-17 18:00:00,20.05,0.0,12.23,79.03,450.18
2024-05-17 19:00:00,20.1,0.0,11.95,78.19,451.59
2024-05-17 19:30:00,20.16,0.0,11.94,78.71,451.77
2024-05-20 13:30:00,20.16,0.0,12.16,80.36,454.5
2024-05-20 14:00:00,20.19,0.0,12.24,79.99,454.58
2024-05-20 14:30:00,20.22,0.0,12.3,79.71,454.37
2024-05-20 15:30:00,20.27,0.0,12.27,79.5,454.33
2024-05-20 16:30:00,20.3,0.0,12.31,79.33,455.52
2024-05-20 17:00:00,20.31,0.0,12.38,79.68,454.39
2024-05-20 19:30:00,20.34,0.0,12.14,79.64,454.92
2024-05-21 13:30:00,20.3,0.0,12.34,79.32,453.54
2024-05-21 14:00:00,20.28,0.0,12.19,78.64,454.15
2024-05-21 15:00:00,20.27,0.0,12.14,78.88,454.68
2024-05-21 15:30:00,20.25,0.0,12.16,78.64,454.47
2024-05-21 17:00:00,20.26,0.0,12.21,77.62,454.75
2024-05-21 19:00:00,20.35,0.0,11.97,77.52,455.16
2024-05-21 19:30:00,20.35,0.0,11.91,77.83,455.79
2024-05-22 13:30:00,20.29,0.0,11.94,76.54,456.48
2024-05-22 16:30:00,20.3,0.0,12.19,78.55,455.98
2024-05-22 18:00:00,20.15,0.0,12.78,80.17,453.3
2024-05-22 19:00:00,20.15,0.0,12.51,79.9,454.42
2024-05-22 19:30:00,20.16,0.0,12.32,80.7,455.66
2024-05-23 13:30:00,20.1,0.0,12.38,79.99,457.4
2024-05-23 14:00:00,20.09,0.0,12.11,79.08,458.41
2024-05-23 14:30:00,20.01,0.0,12.4,82.56,456.32
2024-05-23 15:00:00,20.1,0.0,12.05,81.2,458.44
2024-05-23 16:30:00,20.12,0.0,12.13,81.03,457.21
2024-05-23 17:30:00,19.95,0.0,12.87,85.2,454.14
2024-05-23 18:00:00,19.86,0.0,13.13,85.98,453.27
2024-05-23 18:30:00,19.87,0.0,13.31,86.35,452.14
2024-05-23 19:00:00,19.89,0.0,13.2,88.01,452.54
2024-05-23 19:30:00,19.91,0.0,13.03,85.02,453.64
2024-05-24 13:30:00,20.01,0.0,12.59,83.41,455.03
2024-05-24 14:00:00,20.01,0.0,12.25,80.65,457.0
2024-05-24 15:00:00,20.2,0.0,12.14,79.61,458.605
2024-05-24 16:30:00,20.19,0.0,12.21,78.32,458.23
2024-05-24 17:30:00,20.23,0.0,12.09,78.42,458.68
2024-05-24 18:00:00,20.23,0.0,12.09,78.43,458.58
2024-05-24 19:00:00,20.21,0.0,12.02,79.26,457.7
2024-05-24 19:30:00,20.25,0.0,11.89,79.16,458.03
2024-05-28 13:30:00,20.17,0.0,12.88,83.68,457.8
2024-05-28 14:00:00,20.19,0.0,12.8,82.31,458.57
2024-05-28 14:30:00,20.22,0.0,12.77,82.98,459.24
2024-05-28 15:30:00,20.25,0.0,12.67,82.26,459.18
2024-05-28 16:00:00,20.24,0.0,12.71,82.36,459.02
2024-05-28 16:30:00,20.23,0.0,12.71,82.14,459.14
2024-05-28 17:00:00,20.2,0.0,12.75,82.03,459.21
2024-05-28 17:30:00,20.19,0.0,12.98,82.47,458.72
2024-05-28 18:30:00,20.15,0.0,13.14,82.67,457.9
2024-05-28 19:00:00,20.22,0.0,13.2,82.8,458.13
2024-05-28 19:30:00,20.25,0.0,12.83,81.4,459.7
2024-05-29 13:30:00,20.1,0.0,14.01,84.77,457.03
2024-05-29 14:00:00,20.1,0.0,13.97,83.92,457.57
2024-05-29 14:30:00,20.12,0.0,13.86,83.35,457.96
2024-05-29 15:00:00,20.11,0.0,14.02,83.7,457.51
2024-05-29 15:30:00,20.12,0.0,14.04,83.71,457.53
2024-05-29 16:00:00,20.14,0.0,13.95,83.29,457.55
2024-05-29 16:30:00,20.14,0.0,13.78,82.46,458.0
2024-05-29 18:00:00,20.19,0.0,13.89,82.64,457.23
2024-05-29 18:30:00,20.15,0.0,13.95,82.85,456.94
2024-05-29 19:30:00,20.13,0.0,14.2,83.71,456.49
2024-05-30 13:30:00,20.3,0.0,13.89,82.03,454.85
2024-05-30 14:00:00,20.25,0.0,13.82,82.31,454.45
2024-05-30 14:30:00,20.23,0.0,14.06,82.63,452.95
2024-05-30 15:00:00,20.2,0.0,13.93,81.87,453.32
2024-05-30 16:00:00,20.29,0.0,13.85,80.32,453.59
2024-05-30 17:00:00,20.3,0.0,13.73,80.34,454.33
2024-05-30 19:30:00,20.16,0.0,14.19,82.58,451.48
2024-05-31 13:30:00,20.27,0.0,13.69,80.93,450.37
2024-05-31 14:00:00,20.07,0.0,14.12,82.29,447.409
2024-05-31 14:30:00,19.95,0.0,14.26,82.6,446.52
2024-05-31 15:00:00,19.91,0.0,14.46,83.92,445.37
2024-05-31 15:30:00,19.85,0.0,14.47,84.47,444.5
2024-05-31 16:00:00,19.76,0.0,14.74,84.91,443.52
2024-05-31 16:30:00,19.8,0.0,14.59,83.82,444.31
2024-05-31 17:00:00,19.85,0.0,14.31,82.26,445.88
2024-05-31 17:30:00,19.88,0.0,14.26,81.92,445.47
2024-05-31 18:00:00,19.85,0.0,14.25,82.03,444.95
2024-05-31 18:30:00,19.85,0.0,13.96,80.93,445.74
2024-05-31 19:00:00,19.9,0.0,13.75,81.02,447.12
2024-05-31 19:30:00,19.95,0.0,13.0,78.47,451.74
2024-06-03 13:30:00,20.25,0.0,13.22,80.24,453.74
2024-06-03 14:00:00,20.23,0.0,13.12,79.6,454.21
2024-06-03 14:30:00,20.17,0.0,13.53,81.15,451.61
2024-06-03 15:00:00,20.17,0.0,13.42,80.88,452.265
2024-06-03 15:30:00,20.22,0.0,13.52,80.57,451.98
2024-06-03 16:00:00,20.1,0.0,14.07,82.56,449.52
2024-06-03 16:30:00,20.09,0.0,13.97,81.85,449.06
2024-06-03 17:00:00,20.04,0.0,13.79,81.41,450.2
2024-06-03 17:30:00,20.15,0.0,13.68,80.94,450.81
2024-06-03 18:00:00,20.15,0.0,13.64,80.64,450.38
2024-06-03 18:30:00,20.15,0.0,13.51,80.08,450.91
2024-06-03 19:00:00,20.15,0.0,13.39,79.48,451.58
2024-06-03 19:30:00,20.18,0.0,13.19,78.66,453.16
2024-06-04 13:30:00,20.14,0.0,13.64,80.33,451.95
2024-06-04 14:00:00,20.16,0.0,13.53,79.86,452.37
2024-06-04 14:30:00,20.18,0.0,13.77,80.69,451.94
2024-06-04 15:00:00,20.19,0.0,13.76,80.35,451.95
2024-06-04 15:30:00,20.17,0.0,13.9,81.13,451.5
2024-06-04 16:00:00,20.18,0.0,13.74,80.32,452.08
2024-06-04 16:30:00,20.2,0.0,13.66,79.62,452.59
2024-06-04 17:00:00,20.2,0.0,13.55,79.75,452.86
2024-06-04 18:00:00,20.25,0.0,13.21,78.27,455.17
2024-06-04 18:30:00,20.26,0.0,13.28,78.51,454.58
2024-06-04 19:00:00,20.21,0.0,13.3,78.61,453.58
2024-06-04 19:30:00,20.23,0.0,13.14,78.09,454.38
2024-06-05 13:30:00,20.32,0.0,13.11,77.49,458.22
2024-06-05 14:00:00,20.33,0.0,12.95,76.51,459.02
2024-06-05 14:30:00,20.37,0.0,12.8,75.62,459.75
2024-06-05 16:00:00,20.39,0.0,12.87,75.15,460.97
2024-06-05 17:00:00,20.41,0.0,12.84,75.23,461.56
2024-06-05 17:30:00,20.4,0.0,12.76,75.01,462.22
2024-06-05 19:30:00,20.42,0.0,12.64,75.16,463.6
2024-06-06 13:30:00,20.45,0.0,12.74,76.4,462.5
2024-06-06 14:00:00,20.45,0.0,12.67,75.82,463.73
2024-06-06 14:30:00,20.48,0.0,12.62,75.84,463.74
2024-06-06 15:00:00,20.47,0.0,12.63,76.15,463.42
2024-06-06 15:30:00,20.47,0.0,12.69,76.11,463.3
2024-06-06 16:00:00,20.47,0.0,12.82,78.0,463.08
2024-06-06 16:30:00,20.47,0.0,12.86,79.03,463.15
2024-06-06 18:00:00,20.5,0.0,12.8,78.8,463.02
2024-06-06 18:30:00,20.53,0.0,12.68,77.98,463.4
2024-06-06 19:00:00,20.52,0.0,12.7,77.92,463.34
2024-06-06 19:30:00,20.5,0.0,12.59,77.95,463.41
2024-06-07 13:30:00,20.51,0.0,12.58,77.72,462.82
2024-06-07 14:00:00,20.53,0.0,12.5,77.18,462.94
2024-06-07 14:30:00,20.58,0.0,12.47,77.31,463.83
2024-06-07 15:00:00,20.56,0.0,12.45,76.72,463.62
2024-06-07 15:30:00,20.57,0.0,12.26,76.07,464.03
2024-06-07 16:00:00,20.59,0.0,12.22,75.61,464.75
2024-06-07 17:00:00,20.59,0.0,12.21,75.81,465.06
2024-06-07 17:30:00,20.53,0.0,12.14,75.7,464.78
2024-06-07 18:00:00,20.45,0.0,12.25,76.53,463.06
2024-06-07 19:30:00,20.4,0.0,12.23,76.48,462.97
2024-06-10 13:30:00,20.82,0.0,13.11,80.1,461.88
2024-06-10 14:00:00,20.44,0.0,12.98,79.87,462.95
2024-06-10 14:30:00,20.46,0.0,12.96,79.48,463.67
2024-06-10 15:00:00,20.485,0.0,12.9,79.19,464.25
2024-06-10 15:30:00,20.51,0.0,12.88,79.55,464.21
2024-06-10 16:00:00,20.51,0.0,12.84,79.16,464.67
2024-06-10 16:30:00,20.49,0.0,12.84,79.17,464.6
2024-06-10 17:00:00,20.495,0.0,12.88,79.35,463.6
2024-06-10 18:00:00,20.465,0.0,12.8,79.49,463.31
2024-06-10 19:00:00,20.5,0.0,12.66,79.35,464.84
2024-06-10 19:30:00,20.47,0.0,12.74,79.0,464.85
2024-06-11 13:30:00,20.24,0.0,13.34,83.55,462.95
2024-06-11 14:00:00,20.3,0.0,13.15,82.96,464.28
2024-06-11 14:30:00,20.34,0.0,13.06,81.92,465.43
2024-06-11 15:00:00,20.34,0.0,13.03,81.97,464.975
2024-06-11 15:30:00,20.26,0.0,13.15,82.03,464.03
2024-06-11 16:30:00,20.3,0.0,13.16,81.85,464.57
2024-06-11 17:00:00,20.31,0.0,13.08,81.64,465.06
2024-06-11 17:30:00,20.32,0.0,12.97,81.36,466.15
2024-06-11 18:30:00,20.42,0.0,12.88,79.69,467.24
2024-06-11 19:00:00,20.4,0.0,12.94,80.03,466.85
2024-06-11 19:30:00,20.43,0.0,12.93,80.02,468.04
2024-06-12 13:30:00,20.66,0.0,12.33,77.69,474.13
2024-06-12 14:00:00,20.7,0.0,12.41,78.22,475.36
2024-06-12 14:30:00,20.66,0.0,12.46,78.21,474.41
2024-06-12 15:00:00,20.69,0.0,12.39,78.11,475.14
2024-06-12 15:30:00,20.66,0.0,12.42,78.2,474.71
2024-06-12 16:00:00,20.67,0.0,12.41,77.73,474.36
2024-06-12 16:30:00,20.66,0.0,12.29,77.67,474.57
2024-06-12 17:00:00,20.68,0.0,12.34,77.3,474.92
2024-06-12 17:30:00,20.67,0.0,12.44,77.36,474.76
2024-06-12 18:00:00,20.67,0.0,12.29,77.27,474.99
2024-06-12 18:30:00,20.6,0.0,12.2,76.9,474.78
2024-06-12 19:00:00,20.69,0.0,12.23,76.96,473.51
2024-06-12 19:30:00,20.6,0.0,12.04,77.1,474.16
2024-06-13 13:30:00,20.58,0.0,12.13,76.92,477.6
2024-06-13 14:00:00,20.48,0.0,12.34,78.79,476.21
2024-06-13 14:30:00,20.47,0.0,12.39,79.96,475.75
2024-06-13 15:00:00,20.45,0.0,12.33,79.55,476.34
2024-06-13 15:30:00,20.42,0.0,12.31,79.15,476.54
2024-06-13 16:00:00,20.41,0.0,12.66,80.11,474.61
2024-06-13 16:30:00,20.4,0.0,12.45,79.62,475.48
2024-06-13 17:00:00,20.44,0.0,12.23,79.07,476.21
2024-06-13 17:30:00,20.44,0.0,12.17,78.85,476.08
2024-06-13 18:30:00,20.42,0.0,11.94,77.85,476.85
2024-06-13 19:00:00,20.42,0.0,11.99,77.86,476.9
2024-06-13 19:30:00,20.36,0.0,11.91,78.42,476.7
2024-06-14 13:30:00,19.65,0.0,12.52,82.48,478.01
2024-06-14 14:00:00,19.58,0.0,12.86,83.6,477.68
2024-06-14 14:30:00,19.59,0.73,12.93,83.45,477.8
2024-06-14 15:00:00,19.585,0.0,12.94,84.26,477.53
2024-06-14 15:30:00,19.51,0.0,12.81,83.66,477.52
2024-06-14 16:00:00,19.47,0.0,12.78,83.61,477.3
2024-06-14 16:30:00,19.51,0.0,12.59,83.16,477.87
2024-06-14 17:00:00,19.515,0.0,12.56,82.25,478.54
2024-06-14 17:30:00,19.5,0.0,12.66,82.84,478.5
2024-06-14 18:00:00,19.46,0.0,12.73,82.97,478.45
2024-06-14 18:30:00,19.5,0.0,12.56,83.69,478.68
2024-06-14 19:00:00,19.51,0.0,12.42,83.73,478.82
2024-06-14 19:30:00,19.52,0.0,12.51,83.84,479.18
2024-06-17 13:30:00,19.49,0.0,13.19,85.12,479.34
2024-06-17 14:00:00,19.38,0.0,13.11,84.08,479.21
2024-06-17 14:30:00,19.45,0.0,12.89,82.94,479.94
2024-06-17 15:00:00,19.49,0.0,12.85,83.0,480.74
2024-06-17 15:30:00,19.5,0.0,12.8,83.11,480.82
2024-06-17 16:00:00,19.5,0.0,12.69,82.96,482.44
2024-06-17 16:30:00,19.57,0.0,12.68,82.93,482.69
2024-06-17 17:00:00,19.61,0.0,12.6,82.8,484.19
2024-06-17 18:00:00,19.69,0.0,12.6,82.91,486.1
2024-06-17 18:30:00,19.69,0.0,12.67,82.99,486.04
2024-06-17 19:00:00,19.68,0.0,12.61,82.82,486.58
2024-06-17 19:30:00,19.65,0.0,12.73,83.33,485.09
2024-06-18 13:30:00,19.6,0.0,12.41,82.51,484.71
2024-06-18 14:00:00,19.59,0.0,12.51,81.66,484.74
2024-06-18 14:30:00,19.57,0.0,12.67,81.97,484.275
2024-06-18 15:00:00,19.54,0.0,12.67,81.49,484.15
2024-06-18 15:30:00,19.56,0.0,12.55,81.39,484.91
2024-06-18 16:00:00,19.55,0.0,12.57,81.03,484.62
2024-06-18 16:30:00,19.53,0.0,12.51,80.99,485.33
2024-06-18 17:00:00,19.56,0.0,12.53,81.02,485.56
2024-06-18 17:30:00,19.55,0.0,12.51,81.06,485.27
2024-06-18 18:00:00,19.52,0.0,12.54,81.07,484.86
2024-06-18 19:00:00,19.54,0.0,12.45,80.86,485.03
2024-06-18 19:30:00,19.54,0.0,12.27,80.62,485.23
2024-06-20 13:30:00,19.6,0.0,12.87,80.85,486.14
2024-06-20 14:00:00,19.59,0.0,12.9,82.05,484.6
2024-06-20 14:30:00,19.61,0.0,12.9,82.68,485.73
2024-06-20 15:00:00,19.6,0.0,12.93,83.01,485.11
2024-06-20 15:30:00,19.6,0.0,13.08,83.83,484.51
2024-06-20 16:00:00,19.54,0.0,13.28,84.61,482.1
2024-06-20 16:30:00,19.49,0.0,13.27,85.23,482.51
2024-06-20 17:00:00,19.5,0.0,13.45,85.78,480.82
2024-06-20 17:30:00,19.47,0.0,13.25,84.59,481.43
2024-06-20 19:30:00,19.53,0.0,13.35,85.79,481.4
2024-06-21 13:30:00,19.49,0.0,13.61,86.21,479.65
2024-06-21 14:00:00,19.47,0.0,13.4,85.4,479.92
2024-06-21 14:30:00,19.52,0.0,13.26,84.94,481.03
2024-06-21 15:00:00,19.5,0.0,13.33,84.57,480.71
2024-06-21 15:30:00,19.53,0.0,13.09,83.54,482.39
2024-06-21 16:00:00,19.53,0.0,13.05,83.25,481.88
2024-06-21 17:30:00,19.46,0.0,13.23,82.92,479.85
2024-06-21 18:30:00,19.48,0.0,13.16,82.82,480.31
2024-06-21 19:00:00,19.48,0.0,13.13,82.75,480.62
2024-06-21 19:30:00,19.5,0.0,13.1,83.13,480.045
2024-06-24 13:30:00,19.5,0.0,13.48,85.2,478.7
2024-06-24 14:00:00,19.47,0.0,13.44,84.83,477.48
2024-06-24 14:30:00,19.45,0.0,13.33,84.22,477.79
2024-06-24 15:00:00,19.46,0.0,13.25,84.08,477.91
2024-06-24 15:30:00,19.48,0.0,13.18,83.66,478.07
2024-06-24 16:00:00,19.46,0.0,13.18,83.32,477.69
2024-06-24 16:30:00,19.4,0.0,13.3,83.93,476.49
2024-06-24 17:00:00,19.36,0.0,13.39,84.33,475.73
2024-06-24 17:30:00,19.37,0.0,13.33,84.11,475.48
2024-06-24 18:00:00,19.34,0.0,13.36,84.06,474.83
2024-06-24 18:30:00,19.37,0.0,13.25,83.6,475.8
2024-06-24 19:00:00,19.4,0.0,13.27,83.67,476.07
2024-06-24 19:30:00,19.37,0.0,13.36,84.49,473.94
2024-06-25 13:30:00,19.48,0.0,13.45,84.91,476.08
2024-06-25 14:00:00,19.54,0.0,13.32,84.66,477.245
2024-06-25 14:30:00,19.54,0.0,13.23,84.35,476.925
2024-06-25 15:30:00,19.61,0.0,13.14,83.7,479.15
2024-06-25 16:00:00,19.61,0.0,13.22,83.53,478.23
2024-06-25 16:30:00,19.55,0.0,13.4,84.2,477.13
2024-06-25 17:00:00,19.59,0.0,13.19,83.37,477.67
2024-06-25 18:00:00,19.57,0.0,13.02,82.95,479.27
2024-06-25 18:30:00,19.6,0.0,13.02,82.84,478.92
2024-06-25 19:30:00,19.63,0.0,12.88,82.46,479.35
2024-06-26 13:30:00,19.59,0.0,12.96,82.54,479.61
2024-06-26 14:00:00,19.63,0.0,12.98,82.58,479.27
2024-06-26 15:00:00,19.56,0.0,12.88,83.01,479.25
2024-06-26 16:00:00,19.61,0.0,12.74,82.29,480.36
2024-06-26 16:30:00,19.57,0.0,12.77,82.4,479.65
2024-06-26 17:00:00,19.6,0.0,12.79,82.55,479.39
2024-06-26 17:30:00,19.55,0.0,12.66,81.98,479.94
2024-06-26 18:30:00,19.55,0.0,12.58,81.51,479.12
2024-06-26 19:00:00,19.52,0.0,12.52,81.48,479.32
2024-06-26 19:30:00,19.53,0.0,12.42,81.35,480.39
2024-06-27 13:30:00,19.6,0.0,12.51,82.02,481.77
2024-06-27 14:00:00,19.63,0.0,12.4,81.35,482.26
2024-06-27 14:30:00,19.59,0.0,12.47,80.98,481.08
2024-06-27 15:00:00,19.59,0.0,12.61,81.08,480.21
2024-06-27 15:30:00,19.57,0.0,12.59,80.83,480.13
2024-06-27 16:00:00,19.615,0.0,12.45,80.34,481.2
2024-06-27 16:30:00,19.62,0.0,12.47,80.06,481.11
2024-06-27 17:00:00,19.65,0.0,12.41,79.88,481.67
2024-06-27 19:00:00,19.66,0.0,12.29,79.58,481.67
2024-06-27 19:30:00,19.68,0.0,12.29,79.37,481.57
2024-06-28 13:30:00,19.7,0.0,12.3,79.79,484.24
2024-06-28 14:00:00,19.69,0.0,12.2,79.26,485.78
2024-06-28 14:30:00,19.65,0.0,12.17,78.72,484.08
2024-06-28 15:00:00,19.64,0.0,12.23,78.65,483.14
2024-06-28 15:30:00,19.6,0.0,12.18,78.4,483.33
2024-06-28 16:00:00,19.56,0.0,12.24,78.63,482.4
2024-06-28 16:30:00,19.5,0.0,12.3,78.44,481.62
2024-06-28 18:00:00,19.52,0.0,12.32,78.14,481.05
2024-06-28 18:30:00,19.52,0.0,12.35,78.3,481.03
2024-06-28 19:00:00,19.51,0.0,12.43,78.45,480.49
2024-06-28 19:30:00,19.48,0.0,12.49,79.38,479.01
2024-07-01 13:30:00,19.54,0.0,12.98,80.05,478.08
2024-07-01 14:00:00,19.53,0.0,12.9,80.19,479.19
2024-07-01 14:30:00,19.52,0.0,13.06,80.33,478.56
2024-07-01 15:00:00,19.51,0.0,12.87,79.65,479.58
2024-07-01 16:30:00,19.57,0.0,12.45,77.71,481.06
2024-07-01 17:00:00,19.55,0.0,12.44,77.83,480.92
2024-07-01 19:30:00,19.56,0.0,12.14,76.25,481.95
2024-07-02 13:30:00,19.62,0.0,12.41,76.98,482.31
2024-07-02 14:00:00,19.58,0.0,12.25,76.5,482.25
2024-07-02 14:30:00,19.62,0.0,12.22,76.25,483.45
2024-07-02 15:00:00,19.61,0.0,12.13,75.68,483.81
2024-07-02 15:30:00,19.58,0.0,12.17,75.44,483.08
2024-07-02 16:00:00,19.58,0.0,12.09,75.58,483.33
2024-07-02 16:30:00,19.58,0.0,12.0,75.76,483.82
2024-07-02 17:00:00,19.63,0.0,11.94,75.82,485.03
2024-07-02 19:30:00,19.65,0.0,11.93,76.44,487.01
2024-07-03 13:30:00,19.71,0.0,11.98,77.66,487.64
2024-07-03 14:00:00,19.74,0.0,12.04,77.76,487.26
2024-07-03 14:30:00,19.74,0.0,12.1,78.3,488.57
2024-07-03 15:00:00,19.73,0.0,12.18,79.2,489.34
2024-07-03 15:30:00,19.74,0.0,12.17,79.29,490.155
2024-07-03 16:00:00,19.78,0.0,12.11,78.68,491.165
2024-07-03 16:30:00,19.74,0.0,12.08,78.08,491.01
2024-07-05 13:30:00,19.7,0.0,12.17,77.97,493.63
2024-07-05 14:00:00,19.67,0.0,12.28,78.64,493.68
2024-07-05 15:00:00,19.75,0.0,12.33,78.26,494.69
2024-07-05 16:00:00,19.8,0.0,12.31,77.86,495.99
2024-07-05 16:30:00,19.78,0.0,12.35,78.27,495.37
2024-07-05 17:00:00,19.78,0.0,12.5,78.58,495.97
2024-07-05 18:00:00,19.85,0.0,12.6,78.62,495.67
2024-07-05 18:30:00,19.83,0.0,12.46,78.05,495.95
2024-07-05 19:00:00,19.86,0.0,12.32,78.41,496.18
2024-07-05 19:30:00,19.85,0.0,12.35,78.87,496.23
2024-07-08 13:30:00,19.86,0.0,12.55,78.94,496.6
2024-07-08 14:00:00,19.87,0.0,12.58,78.63,496.37
2024-07-08 14:30:00,19.83,0.0,12.51,78.46,496.0
2024-07-08 15:00:00,19.89,0.0,12.46,78.44,497.26
2024-07-08 15:30:00,19.85,0.0,12.46,78.5,497.41
2024-07-08 16:00:00,19.82,0.0,12.52,78.86,496.34
2024-07-08 16:30:00,19.84,0.0,12.41,79.02,496.63
2024-07-08 17:00:00,19.84,0.0,12.38,78.76,497.0
2024-07-08 17:30:00,19.84,0.0,12.35,78.36,497.11
2024-07-08 18:30:00,19.84,0.0,12.36,78.63,496.92
2024-07-08 19:00:00,19.85,0.0,12.4,78.35,496.39
2024-07-08 19:30:00,19.86,0.0,12.41,78.6,497.41
2024-07-09 13:30:00,19.94,0.0,12.41,77.75,499.47
2024-07-09 14:00:00,19.88,0.0,12.46,78.67,498.38
2024-07-09 14:30:00,19.87,0.0,12.43,78.28,498.5
2024-07-09 15:00:00,19.84,0.0,12.46,78.51,497.99
2024-07-09 15:30:00,19.86,0.0,12.44,78.16,498.41
2024-07-09 16:00:00,19.91,0.0,12.43,78.17,498.28
2024-07-09 17:00:00,19.87,0.0,12.58,79.23,496.65
2024-07-09 17:30:00,19.88,0.0,12.49,78.86,497.32
2024-07-09 18:00:00,19.9,0.0,12.54,78.92,497.04
2024-07-09 18:30:00,19.91,0.0,12.55,78.52,497.61
2024-07-09 19:00:00,19.91,0.0,12.51,78.39,497.42
2024-07-09 19:30:00,19.88,0.0,12.51,78.47,497.78
2024-07-10 13:30:00,19.93,0.0,12.47,83.35,499.85
2024-07-10 14:00:00,19.91,0.0,12.39,82.61,500.06
2024-07-10 14:30:00,19.88,0.0,12.45,81.71,499.02
2024-07-10 15:00:00,19.89,0.0,12.46,82.81,499.6
2024-07-10 15:30:00,19.93,0.0,12.42,81.84,499.94
2024-07-10 16:00:00,19.92,0.0,12.51,81.71,501.07
2024-07-10 17:00:00,19.96,0.0,12.49,81.84,501.99
2024-07-10 18:30:00,19.97,0.0,12.64,82.69,502.64
2024-07-10 19:30:00,19.98,0.0,12.85,83.38,503.01
2024-07-11 13:30:00,20.14,0.0,12.51,82.72,502.49
2024-07-11 14:00:00,20.05,0.0,12.74,83.68,498.18
2024-07-11 15:00:00,19.99,0.0,13.02,85.19,494.47
2024-07-11 15:30:00,19.83,0.0,13.16,86.19,493.11
2024-07-11 16:00:00,19.87,0.0,13.09,86.11,493.92
2024-07-11 16:30:00,19.91,0.0,13.27,86.51,492.31
2024-07-11 17:00:00,19.88,0.0,13.07,85.63,493.25
2024-07-11 17:30:00,19.82,0.0,13.29,86.83,491.04
2024-07-11 18:00:00,19.82,0.0,13.22,86.4,491.56
2024-07-11 18:30:00,19.87,0.0,13.09,85.54,492.88
2024-07-11 19:00:00,19.85,0.0,13.05,85.56,492.14
2024-07-11 19:30:00,19.87,0.0,12.91,83.7,491.87
2024-07-12 13:30:00,19.9,0.0,12.33,80.97,494.87
2024-07-12 14:00:00,19.91,0.0,12.25,80.63,495.06
2024-07-12 14:30:00,19.98,0.0,12.2,79.84,497.12
2024-07-12 15:00:00,19.99,0.0,12.23,79.65,497.59
2024-07-12 15:30:00,20.0,0.0,12.24,79.99,496.14
2024-07-12 16:00:00,20.01,0.0,12.25,80.44,495.9
2024-07-12 16:30:00,20.04,0.0,12.13,80.1,497.0
2024-07-12 17:00:00,20.04,0.0,12.17,80.2,497.9
